msd_en	features_en	msd_sl	features_sl	types	tokens	examples
Pi-mpd	Pronoun Type=indefinite Gender=masculine Number=plural Case=dative	Zn-mmd	zaimek vrsta=nedoločni spol=moški število=množina sklon=dajalnik	36	69388	nekaterim/nekateri, mnogim/mnog, nekim/nek, enakim/enak, nekakšnim/nekakšen
Pi-mpa	Pronoun Type=indefinite Gender=masculine Number=plural Case=accusative	Zn-mmt	zaimek vrsta=nedoločni spol=moški število=množina sklon=tožilnik	36	91119	nekatere/nekateri, mnoge/mnog, neke/nek, nekakšne/nekakšen, marsikatere/marsikateri
Pi-mpl	Pronoun Type=indefinite Gender=masculine Number=plural Case=locative	Zn-mmm	zaimek vrsta=nedoločni spol=moški število=množina sklon=mestnik	36	69087	nekaterih/nekateri, mnogih/mnog, nekih/nek, istih/isti, enakih/enak
Pi-mpi	Pronoun Type=indefinite Gender=masculine Number=plural Case=instrumental	Zn-mmo	zaimek vrsta=nedoločni spol=moški število=množina sklon=orodnik	36	32325	nekaterimi/nekateri, enakimi/enak, nekimi/nek, istimi/isti, mnogimi/mnog
Pi-fsn	Pronoun Type=indefinite Gender=feminine Number=singular Case=nominative	Zn-zei	zaimek vrsta=nedoločni spol=ženski število=ednina sklon=imenovalnik	35	118800	neka/nek, enaka/enak, nekakšna/nekakšen, ista/isti, marsikatera/marsikateri
Pi-fsg	Pronoun Type=indefinite Gender=feminine Number=singular Case=genitive	Zn-zer	zaimek vrsta=nedoločni spol=ženski število=ednina sklon=rodilnik	35	112742	neke/nek, iste/isti, enake/enak, nekakšne/nekakšen, marsikatere/marsikateri
Pi-fsd	Pronoun Type=indefinite Gender=feminine Number=singular Case=dative	Zn-zed	zaimek vrsta=nedoločni spol=ženski število=ednina sklon=dajalnik	36	6071	nekakšni/nekakšen, neki/nek, marsikakšni/marsikakšen, krneki/krnek, redkokateri
Pi-fsa	Pronoun Type=indefinite Gender=feminine Number=singular Case=accusative	Zn-zet	zaimek vrsta=nedoločni spol=ženski število=ednina sklon=tožilnik	35	124549	neko/nek, isto/isti, nekakšno/nekakšen, marsikatero/marsikateri, enako/enak
Pi-fsl	Pronoun Type=indefinite Gender=feminine Number=singular Case=locative	Zn-zem	zaimek vrsta=nedoločni spol=ženski število=ednina sklon=mestnik	35	85779	isti, neki/nek, enaki/enak, prenekateri, marsikateri
Pi-fsi	Pronoun Type=indefinite Gender=feminine Number=singular Case=instrumental	Zn-zeo	zaimek vrsta=nedoločni spol=ženski število=ednina sklon=orodnik	35	16061	isto/isti, neko/nek, enako/enak, nekakšno/nekakšen, redkokatero/redkokateri
Pi-fdn	Pronoun Type=indefinite Gender=feminine Number=dual Case=nominative	Zn-zdi	zaimek vrsta=nedoločni spol=ženski število=dvojina sklon=imenovalnik	35		redkokateri, prenekateri, premnogi/premnog, premarsikateri, nekšni/nekšen
Pi-fdg	Pronoun Type=indefinite Gender=feminine Number=dual Case=genitive	Zn-zdr	zaimek vrsta=nedoločni spol=ženski število=dvojina sklon=rodilnik	35		redkokaterih/redkokateri, prenekaterih/prenekateri, premnogih/premnog, premarsikaterih/premarsikateri, nekšnih/nekšen
Pi-fdd	Pronoun Type=indefinite Gender=feminine Number=dual Case=dative	Zn-zdd	zaimek vrsta=nedoločni spol=ženski število=dvojina sklon=dajalnik	35		redkokaterima/redkokateri, prenekaterima/prenekateri, premnogima/premnog, premarsikaterima/premarsikateri, nekšnima/nekšen
Pi-fda	Pronoun Type=indefinite Gender=feminine Number=dual Case=accusative	Zn-zdt	zaimek vrsta=nedoločni spol=ženski število=dvojina sklon=tožilnik	35	1	enaki/enak, redkokateri, prenekateri, premnogi/premnog, premarsikateri
Pi-fdl	Pronoun Type=indefinite Gender=feminine Number=dual Case=locative	Zn-zdm	zaimek vrsta=nedoločni spol=ženski število=dvojina sklon=mestnik	35		redkokaterih/redkokateri, prenekaterih/prenekateri, premnogih/premnog, premarsikaterih/premarsikateri, nekšnih/nekšen
Pi-fdi	Pronoun Type=indefinite Gender=feminine Number=dual Case=instrumental	Zn-zdo	zaimek vrsta=nedoločni spol=ženski število=dvojina sklon=orodnik	35		redkokaterima/redkokateri, prenekaterima/prenekateri, premnogima/premnog, premarsikaterima/premarsikateri, nekšnima/nekšen
Pi-fpn	Pronoun Type=indefinite Gender=feminine Number=plural Case=nominative	Zn-zmi	zaimek vrsta=nedoločni spol=ženski število=množina sklon=imenovalnik	36	159100	nekatere/nekateri, enake/enak, mnoge/mnog, nekakšne/nekakšen, marsikatere/marsikateri
Pi-fpg	Pronoun Type=indefinite Gender=feminine Number=plural Case=genitive	Zn-zmr	zaimek vrsta=nedoločni spol=ženski število=množina sklon=rodilnik	36	101685	nekaterih/nekateri, mnogih/mnog, enakih/enak, istih/isti, nekih/nek
Pi-fpd	Pronoun Type=indefinite Gender=feminine Number=plural Case=dative	Zn-zmd	zaimek vrsta=nedoločni spol=ženski število=množina sklon=dajalnik	36	628	nekaterim/nekateri, redkokaterim/redkokateri, prenekaterim/prenekateri, premnogim/premnog, premarsikaterim/premarsikateri
Pi-fpa	Pronoun Type=indefinite Gender=feminine Number=plural Case=accusative	Zn-zmt	zaimek vrsta=nedoločni spol=ženski število=množina sklon=tožilnik	36	52337	nekatere/nekateri, mnoge/mnog, neke/nek, marsikatere/marsikateri, prenekatere/prenekateri
Pi-fpl	Pronoun Type=indefinite Gender=feminine Number=plural Case=locative	Zn-zmm	zaimek vrsta=nedoločni spol=ženski število=množina sklon=mestnik	36	59650	nekaterih/nekateri, mnogih/mnog, nekih/nek, istih/isti, enakih/enak
Pi-fpi	Pronoun Type=indefinite Gender=feminine Number=plural Case=instrumental	Zn-zmo	zaimek vrsta=nedoločni spol=ženski število=množina sklon=orodnik	36	13127	nekaterimi/nekateri, enakimi/enak, istimi/isti, nekimi/nek, nekakšnimi/nekakšen
Pi-nsn	Pronoun Type=indefinite Gender=neuter Number=singular Case=nominative	Zn-sei	zaimek vrsta=nedoločni spol=srednji število=ednina sklon=imenovalnik	46	87139	nekaj, marsikaj, enako/enak, isto/isti, neko/nek
Pi-nsg	Pronoun Type=indefinite Gender=neuter Number=singular Case=genitive	Zn-ser	zaimek vrsta=nedoločni spol=srednji število=ednina sklon=rodilnik	43	48151	istega/isti, nečesa/nekaj, enakega/enak, marsičesa/marsikaj, nekega/nek
Pi-nsd	Pronoun Type=indefinite Gender=neuter Number=singular Case=dative	Zn-sed	zaimek vrsta=nedoločni spol=srednji število=ednina sklon=dajalnik	43	2815	nečemu/nekaj, marsičemu/marsikaj, redkokateremu/redkokateri, prenekateremu/prenekateri, prenečemu/prenekaj
Pi-nsa	Pronoun Type=indefinite Gender=neuter Number=singular Case=accusative	Zn-set	zaimek vrsta=nedoločni spol=srednji število=ednina sklon=tožilnik	45	149761	nekaj, marsikaj, isto/isti, neko/nek, nekakšno/nekakšen
Pi-nsl	Pronoun Type=indefinite Gender=neuter Number=singular Case=locative	Zn-sem	zaimek vrsta=nedoločni spol=srednji število=ednina sklon=mestnik	51	85668	istem/isti, enakem/enak, nekem/nek, marsičem/marsikaj, nečem/nekaj
Pi-nsi	Pronoun Type=indefinite Gender=neuter Number=singular Case=instrumental	Zn-seo	zaimek vrsta=nedoločni spol=srednji število=ednina sklon=orodnik	51	16100	istim/isti, enakim/enak, nekim/nek, nečim/nekaj, nekakšnim/nekakšen
Pi-ndn	Pronoun Type=indefinite Gender=neuter Number=dual Case=nominative	Zn-sdi	zaimek vrsta=nedoločni spol=srednji število=dvojina sklon=imenovalnik	35		redkokateri, prenekateri, premnogi/premnog, premarsikateri, nekšni/nekšen
Pi-ndg	Pronoun Type=indefinite Gender=neuter Number=dual Case=genitive	Zn-sdr	zaimek vrsta=nedoločni spol=srednji število=dvojina sklon=rodilnik	35		redkokaterih/redkokateri, prenekaterih/prenekateri, premnogih/premnog, premarsikaterih/premarsikateri, nekšnih/nekšen
Pi-ndd	Pronoun Type=indefinite Gender=neuter Number=dual Case=dative	Zn-sdd	zaimek vrsta=nedoločni spol=srednji število=dvojina sklon=dajalnik	35		redkokaterima/redkokateri, prenekaterima/prenekateri, premnogima/premnog, premarsikaterima/premarsikateri, nekšnima/nekšen
Pi-nda	Pronoun Type=indefinite Gender=neuter Number=dual Case=accusative	Zn-sdt	zaimek vrsta=nedoločni spol=srednji število=dvojina sklon=tožilnik	35		redkokateri, prenekateri, premnogi/premnog, premarsikateri, nekšni/nekšen
Pi-ndl	Pronoun Type=indefinite Gender=neuter Number=dual Case=locative	Zn-sdm	zaimek vrsta=nedoločni spol=srednji število=dvojina sklon=mestnik	35		redkokaterih/redkokateri, prenekaterih/prenekateri, premnogih/premnog, premarsikaterih/premarsikateri, nekšnih/nekšen
Pi-ndi	Pronoun Type=indefinite Gender=neuter Number=dual Case=instrumental	Zn-sdo	zaimek vrsta=nedoločni spol=srednji število=dvojina sklon=orodnik	35		redkokaterima/redkokateri, prenekaterima/prenekateri, premnogima/premnog, premarsikaterima/premarsikateri, nekšnima/nekšen
Pi-npn	Pronoun Type=indefinite Gender=neuter Number=plural Case=nominative	Zn-smi	zaimek vrsta=nedoločni spol=srednji število=množina sklon=imenovalnik	36	44171	nekatera/nekateri, mnoga/mnog, marsikatera/marsikateri, prenekatera/prenekateri, malokatera/malokateri
Pi-npg	Pronoun Type=indefinite Gender=neuter Number=plural Case=genitive	Zn-smr	zaimek vrsta=nedoločni spol=srednji število=množina sklon=rodilnik	36	3994	enakih/enak, nekaterih/nekateri, nekih/nek, nekakšnih/nekakšen, marsikaterih/marsikateri
Pi-npd	Pronoun Type=indefinite Gender=neuter Number=plural Case=dative	Zn-smd	zaimek vrsta=nedoločni spol=srednji število=množina sklon=dajalnik	36		redkokaterim/redkokateri, prenekaterim/prenekateri, premnogim/premnog, premarsikaterim/premarsikateri, nekšnim/nekšen
Pi-npa	Pronoun Type=indefinite Gender=neuter Number=plural Case=accusative	Zn-smt	zaimek vrsta=nedoločni spol=srednji število=množina sklon=tožilnik	36	7068	mnoga/mnog, nekatera/nekateri, marsikatera/marsikateri, redkokatera/redkokateri, prenekatera/prenekateri
Pi-npl	Pronoun Type=indefinite Gender=neuter Number=plural Case=locative	Zn-smm	zaimek vrsta=nedoločni spol=srednji število=množina sklon=mestnik	36	6895	nekaterih/nekateri, mnogih/mnog, istih/isti, nekih/nek, enakih/enak
Pi-npi	Pronoun Type=indefinite Gender=neuter Number=plural Case=instrumental	Zn-smo	zaimek vrsta=nedoločni spol=srednji število=množina sklon=orodnik	36	12410	mnogimi/mnog, enakimi/enak, istimi/isti, nekimi/nek, premnogimi/premnog
Pz-msn	Pronoun Type=negative Gender=masculine Number=singular Case=nominative	Zl-mei	zaimek vrsta=nikalni spol=moški število=ednina sklon=imenovalnik	12	270151	nihče, noben, nobeden, nikakršen, nikdo
Pz-msg	Pronoun Type=negative Gender=masculine Number=singular Case=genitive	Zl-mer	zaimek vrsta=nikalni spol=moški število=ednina sklon=rodilnik	9	130403	nobenega/noben, nikogar/nihče, nikakršnega/nikakršen, nikoga/nikdo, nikakega/nikak
Pz-msd	Pronoun Type=negative Gender=masculine Number=singular Case=dative	Zl-med	zaimek vrsta=nikalni spol=moški število=ednina sklon=dajalnik	9	33113	nikomur/nihče, nobenemu/noben, nikomu/nikdo, nikakršnemu/nikakršen, nobenmu/noben
Pz-msa	Pronoun Type=negative Gender=masculine Number=singular Case=accusative	Zl-met	zaimek vrsta=nikalni spol=moški število=ednina sklon=tožilnik	14	9457	noben, nikakršen, nobenega/noben, nikogaršnji, nikogaršnjega/nikogaršnji
Pz-msl	Pronoun Type=negative Gender=masculine Number=singular Case=locative	Zl-mem	zaimek vrsta=nikalni spol=moški število=ednina sklon=mestnik	8	15610	nobenem/noben, nikomer/nihče, nikakršnem/nikakršen, nikogaršnjem/nikogaršnji, nikom/nikdo
Pz-msi	Pronoun Type=negative Gender=masculine Number=singular Case=instrumental	Zl-meo	zaimek vrsta=nikalni spol=moški število=ednina sklon=orodnik	8	8057	nobenim/noben, nikomer/nihče, nikakršnim/nikakršen, nikogaršnjim/nikogaršnji, nikom/nikdo
Pz-mdn	Pronoun Type=negative Gender=masculine Number=dual Case=nominative	Zl-mdi	zaimek vrsta=nikalni spol=moški število=dvojina sklon=imenovalnik	6		nobena/noben, nikogaršnja/nikogaršnji, nikogaršna/nikogaršen, nikakšna/nikakšen, nikakršna/nikakršen
Pz-mdg	Pronoun Type=negative Gender=masculine Number=dual Case=genitive	Zl-mdr	zaimek vrsta=nikalni spol=moški število=dvojina sklon=rodilnik	6		nobenih/noben, nikogaršnjih/nikogaršnji, nikogaršnih/nikogaršen, nikakšnih/nikakšen, nikakršnih/nikakršen
Pz-mdd	Pronoun Type=negative Gender=masculine Number=dual Case=dative	Zl-mdd	zaimek vrsta=nikalni spol=moški število=dvojina sklon=dajalnik	6		nobenima/noben, nikogaršnjima/nikogaršnji, nikogaršnima/nikogaršen, nikakšnima/nikakšen, nikakršnima/nikakršen
Pz-mda	Pronoun Type=negative Gender=masculine Number=dual Case=accusative	Zl-mdt	zaimek vrsta=nikalni spol=moški število=dvojina sklon=tožilnik	6		nobena/noben, nikogaršnja/nikogaršnji, nikogaršna/nikogaršen, nikakšna/nikakšen, nikakršna/nikakršen
Pz-mdl	Pronoun Type=negative Gender=masculine Number=dual Case=locative	Zl-mdm	zaimek vrsta=nikalni spol=moški število=dvojina sklon=mestnik	6		nobenih/noben, nikogaršnjih/nikogaršnji, nikogaršnih/nikogaršen, nikakšnih/nikakšen, nikakršnih/nikakršen
Pz-mdi	Pronoun Type=negative Gender=masculine Number=dual Case=instrumental	Zl-mdo	zaimek vrsta=nikalni spol=moški število=dvojina sklon=orodnik	6		nobenima/noben, nikogaršnjima/nikogaršnji, nikogaršnima/nikogaršen, nikakšnima/nikakšen, nikakršnima/nikakršen
Pz-mpn	Pronoun Type=negative Gender=masculine Number=plural Case=nominative	Zl-mmi	zaimek vrsta=nikalni spol=moški število=množina sklon=imenovalnik	6	15233	nobeni/noben, nikakršni/nikakršen, nikogaršnji, nikaki/nikak, nikogaršni/nikogaršen
Pz-mpg	Pronoun Type=negative Gender=masculine Number=plural Case=genitive	Zl-mmr	zaimek vrsta=nikalni spol=moški število=množina sklon=rodilnik	6	28769	nobenih/noben, nikakršnih/nikakršen, nikogaršnjih/nikogaršnji, nikakih/nikak, nikogaršnih/nikogaršen
Pz-mpd	Pronoun Type=negative Gender=masculine Number=plural Case=dative	Zl-mmd	zaimek vrsta=nikalni spol=moški število=množina sklon=dajalnik	6		nobenim/noben, nikogaršnjim/nikogaršnji, nikogaršnim/nikogaršen, nikakšnim/nikakšen, nikakršnim/nikakršen
Pz-mpa	Pronoun Type=negative Gender=masculine Number=plural Case=accusative	Zl-mmt	zaimek vrsta=nikalni spol=moški število=množina sklon=tožilnik	6		nobene/noben, nikogaršnje/nikogaršnji, nikogaršne/nikogaršen, nikakšne/nikakšen, nikakršne/nikakršen
Pz-mpl	Pronoun Type=negative Gender=masculine Number=plural Case=locative	Zl-mmm	zaimek vrsta=nikalni spol=moški število=množina sklon=mestnik	6		nobenih/noben, nikogaršnjih/nikogaršnji, nikogaršnih/nikogaršen, nikakšnih/nikakšen, nikakršnih/nikakršen
Pz-mpi	Pronoun Type=negative Gender=masculine Number=plural Case=instrumental	Zl-mmo	zaimek vrsta=nikalni spol=moški število=množina sklon=orodnik	6	722	nobenimi/noben, nikakršnimi/nikakršen, nikogaršnjimi/nikogaršnji, nikogaršnimi/nikogaršen, nikakšnimi/nikakšen
Pz-fsn	Pronoun Type=negative Gender=feminine Number=singular Case=nominative	Zl-zei	zaimek vrsta=nikalni spol=ženski število=ednina sklon=imenovalnik	6	55100	nobena/noben, nikakršna/nikakršen, nikogaršnja/nikogaršnji, nikaka/nikak, nikakšna/nikakšen
Pz-fsg	Pronoun Type=negative Gender=feminine Number=singular Case=genitive	Zl-zer	zaimek vrsta=nikalni spol=ženski število=ednina sklon=rodilnik	6	97120	nobene/noben, nikakršne/nikakršen, nikogaršnje/nikogaršnji, nikake/nikak, nikakšne/nikakšen
Pz-fsd	Pronoun Type=negative Gender=feminine Number=singular Case=dative	Zl-zed	zaimek vrsta=nikalni spol=ženski število=ednina sklon=dajalnik	6		nobeni/noben, nikogaršnji, nikogaršni/nikogaršen, nikakšni/nikakšen, nikakršni/nikakršen
Pz-fsa	Pronoun Type=negative Gender=feminine Number=singular Case=accusative	Zl-zet	zaimek vrsta=nikalni spol=ženski število=ednina sklon=tožilnik	6	8311	nobeno/noben, nikakršno/nikakršen, nikogaršnjo/nikogaršnji, nikako/nikak, nikogaršno/nikogaršen
Pz-fsl	Pronoun Type=negative Gender=feminine Number=singular Case=locative	Zl-zem	zaimek vrsta=nikalni spol=ženski število=ednina sklon=mestnik	6		nobeni/noben, nikogaršnji, nikogaršni/nikogaršen, nikakšni/nikakšen, nikakršni/nikakršen
Pz-fsi	Pronoun Type=negative Gender=feminine Number=singular Case=instrumental	Zl-zeo	zaimek vrsta=nikalni spol=ženski število=ednina sklon=orodnik	6		nobeno/noben, nikogaršno/nikogaršen, nikogaršnjo/nikogaršnji, nikakšno/nikakšen, nikakršno/nikakršen
Pz-fdn	Pronoun Type=negative Gender=feminine Number=dual Case=nominative	Zl-zdi	zaimek vrsta=nikalni spol=ženski število=dvojina sklon=imenovalnik	6		nobeni/noben, nikogaršnji, nikogaršni/nikogaršen, nikakšni/nikakšen, nikakršni/nikakršen
Pz-fdg	Pronoun Type=negative Gender=feminine Number=dual Case=genitive	Zl-zdr	zaimek vrsta=nikalni spol=ženski število=dvojina sklon=rodilnik	6		nobenih/noben, nikogaršnjih/nikogaršnji, nikogaršnih/nikogaršen, nikakšnih/nikakšen, nikakršnih/nikakršen
Pz-fdd	Pronoun Type=negative Gender=feminine Number=dual Case=dative	Zl-zdd	zaimek vrsta=nikalni spol=ženski število=dvojina sklon=dajalnik	6		nobenima/noben, nikogaršnjima/nikogaršnji, nikogaršnima/nikogaršen, nikakšnima/nikakšen, nikakršnima/nikakršen
Pz-fda	Pronoun Type=negative Gender=feminine Number=dual Case=accusative	Zl-zdt	zaimek vrsta=nikalni spol=ženski število=dvojina sklon=tožilnik	6		nobeni/noben, nikogaršnji, nikogaršni/nikogaršen, nikakšni/nikakšen, nikakršni/nikakršen
Pz-fdl	Pronoun Type=negative Gender=feminine Number=dual Case=locative	Zl-zdm	zaimek vrsta=nikalni spol=ženski število=dvojina sklon=mestnik	6		nobenih/noben, nikogaršnjih/nikogaršnji, nikogaršnih/nikogaršen, nikakšnih/nikakšen, nikakršnih/nikakršen
Pz-fdi	Pronoun Type=negative Gender=feminine Number=dual Case=instrumental	Zl-zdo	zaimek vrsta=nikalni spol=ženski število=dvojina sklon=orodnik	6		nobenima/noben, nikogaršnjima/nikogaršnji, nikogaršnima/nikogaršen, nikakšnima/nikakšen, nikakršnima/nikakršen
Pz-fpn	Pronoun Type=negative Gender=feminine Number=plural Case=nominative	Zl-zmi	zaimek vrsta=nikalni spol=ženski število=množina sklon=imenovalnik	6		nobene/noben, nikogaršnje/nikogaršnji, nikogaršne/nikogaršen, nikakšne/nikakšen, nikakršne/nikakršen
Pz-fpg	Pronoun Type=negative Gender=feminine Number=plural Case=genitive	Zl-zmr	zaimek vrsta=nikalni spol=ženski število=množina sklon=rodilnik	6	46807	nobenih/noben, nikakršnih/nikakršen, nikogaršnjih/nikogaršnji, nikakih/nikak, nikogaršnih/nikogaršen
Pz-fpd	Pronoun Type=negative Gender=feminine Number=plural Case=dative	Zl-zmd	zaimek vrsta=nikalni spol=ženski število=množina sklon=dajalnik	6		nobenim/noben, nikogaršnjim/nikogaršnji, nikogaršnim/nikogaršen, nikakšnim/nikakšen, nikakršnim/nikakršen
Pz-fpa	Pronoun Type=negative Gender=feminine Number=plural Case=accusative	Zl-zmt	zaimek vrsta=nikalni spol=ženski število=množina sklon=tožilnik	6		nobene/noben, nikogaršnje/nikogaršnji, nikogaršne/nikogaršen, nikakšne/nikakšen, nikakršne/nikakršen
Pz-fpl	Pronoun Type=negative Gender=feminine Number=plural Case=locative	Zl-zmm	zaimek vrsta=nikalni spol=ženski število=množina sklon=mestnik	7	1	nikakrsnih/nikakršen, nobenih/noben, nikogaršnjih/nikogaršnji, nikogaršnih/nikogaršen, nikakšnih/nikakšen
Pz-fpi	Pronoun Type=negative Gender=feminine Number=plural Case=instrumental	Zl-zmo	zaimek vrsta=nikalni spol=ženski število=množina sklon=orodnik	6		nobenimi/noben, nikogaršnjimi/nikogaršnji, nikogaršnimi/nikogaršen, nikakšnimi/nikakšen, nikakršnimi/nikakršen
Pz-nsn	Pronoun Type=negative Gender=neuter Number=singular Case=nominative	Zl-sei	zaimek vrsta=nikalni spol=srednji število=ednina sklon=imenovalnik	12	152611	nič, nobeno/noben, nikakršno/nikakršen, nben/noben, nikako/nikak
Pz-nsg	Pronoun Type=negative Gender=neuter Number=singular Case=genitive	Zl-ser	zaimek vrsta=nikalni spol=srednji število=ednina sklon=rodilnik	7	99515	ničesar/nič, nobenega/noben, nikakršnega/nikakršen, nikakega/nikak, nikogaršnjega/nikogaršnji
Pz-nsd	Pronoun Type=negative Gender=neuter Number=singular Case=dative	Zl-sed	zaimek vrsta=nikalni spol=srednji število=ednina sklon=dajalnik	7	1735	ničemur/nič, nobenemu/noben, nikogaršnjemu/nikogaršnji, nikogaršnemu/nikogaršen, nikakšnemu/nikakšen
Pz-nsa	Pronoun Type=negative Gender=neuter Number=singular Case=accusative	Zl-set	zaimek vrsta=nikalni spol=srednji število=ednina sklon=tožilnik	9	110892	nič, nikogaršnje/nikogaršnji, nč/nič, nc/nič, nobeno/noben
Pz-nsl	Pronoun Type=negative Gender=neuter Number=singular Case=locative	Zl-sem	zaimek vrsta=nikalni spol=srednji število=ednina sklon=mestnik	9	12937	ničemer/nič, nicemr/nič, ničem/nič, nobenem/noben, nikogaršnjem/nikogaršnji
Pz-nsi	Pronoun Type=negative Gender=neuter Number=singular Case=instrumental	Zl-seo	zaimek vrsta=nikalni spol=srednji število=ednina sklon=orodnik	8	2539	ničimer/nič, nobenim/noben, nikogaršnjim/nikogaršnji, nikogaršnim/nikogaršen, nikakšnim/nikakšen
Pz-ndn	Pronoun Type=negative Gender=neuter Number=dual Case=nominative	Zl-sdi	zaimek vrsta=nikalni spol=srednji število=dvojina sklon=imenovalnik	6		nobeni/noben, nikogaršnji, nikogaršni/nikogaršen, nikakšni/nikakšen, nikakršni/nikakršen
Pz-ndg	Pronoun Type=negative Gender=neuter Number=dual Case=genitive	Zl-sdr	zaimek vrsta=nikalni spol=srednji število=dvojina sklon=rodilnik	6		nobenih/noben, nikogaršnjih/nikogaršnji, nikogaršnih/nikogaršen, nikakšnih/nikakšen, nikakršnih/nikakršen
Pz-ndd	Pronoun Type=negative Gender=neuter Number=dual Case=dative	Zl-sdd	zaimek vrsta=nikalni spol=srednji število=dvojina sklon=dajalnik	6		nobenima/noben, nikogaršnjima/nikogaršnji, nikogaršnima/nikogaršen, nikakšnima/nikakšen, nikakršnima/nikakršen
Pz-nda	Pronoun Type=negative Gender=neuter Number=dual Case=accusative	Zl-sdt	zaimek vrsta=nikalni spol=srednji število=dvojina sklon=tožilnik	6		nobeni/noben, nikogaršnji, nikogaršni/nikogaršen, nikakšni/nikakšen, nikakršni/nikakršen
Pz-ndl	Pronoun Type=negative Gender=neuter Number=dual Case=locative	Zl-sdm	zaimek vrsta=nikalni spol=srednji število=dvojina sklon=mestnik	6		nobenih/noben, nikogaršnjih/nikogaršnji, nikogaršnih/nikogaršen, nikakšnih/nikakšen, nikakršnih/nikakršen
Pz-ndi	Pronoun Type=negative Gender=neuter Number=dual Case=instrumental	Zl-sdo	zaimek vrsta=nikalni spol=srednji število=dvojina sklon=orodnik	6		nobenima/noben, nikogaršnjima/nikogaršnji, nikogaršnima/nikogaršen, nikakšnima/nikakšen, nikakršnima/nikakršen
Pz-npn	Pronoun Type=negative Gender=neuter Number=plural Case=nominative	Zl-smi	zaimek vrsta=nikalni spol=srednji število=množina sklon=imenovalnik	6		nobena/noben, nikogaršnja/nikogaršnji, nikogaršna/nikogaršen, nikakšna/nikakšen, nikakršna/nikakršen
Pz-npg	Pronoun Type=negative Gender=neuter Number=plural Case=genitive	Zl-smr	zaimek vrsta=nikalni spol=srednji število=množina sklon=rodilnik	6		nobenih/noben, nikogaršnjih/nikogaršnji, nikogaršnih/nikogaršen, nikakšnih/nikakšen, nikakršnih/nikakršen
Pz-npd	Pronoun Type=negative Gender=neuter Number=plural Case=dative	Zl-smd	zaimek vrsta=nikalni spol=srednji število=množina sklon=dajalnik	6		nobenim/noben, nikogaršnjim/nikogaršnji, nikogaršnim/nikogaršen, nikakšnim/nikakšen, nikakršnim/nikakršen
Pz-npa	Pronoun Type=negative Gender=neuter Number=plural Case=accusative	Zl-smt	zaimek vrsta=nikalni spol=srednji število=množina sklon=tožilnik	6		nobena/noben, nikogaršnja/nikogaršnji, nikogaršna/nikogaršen, nikakšna/nikakšen, nikakršna/nikakršen
Pz-npl	Pronoun Type=negative Gender=neuter Number=plural Case=locative	Zl-smm	zaimek vrsta=nikalni spol=srednji število=množina sklon=mestnik	6		nobenih/noben, nikogaršnjih/nikogaršnji, nikogaršnih/nikogaršen, nikakšnih/nikakšen, nikakršnih/nikakršen
Pz-npi	Pronoun Type=negative Gender=neuter Number=plural Case=instrumental	Zl-smo	zaimek vrsta=nikalni spol=srednji število=množina sklon=orodnik	6		nobenimi/noben, nikogaršnjimi/nikogaršnji, nikogaršnimi/nikogaršen, nikakšnimi/nikakšen, nikakršnimi/nikakršen
Mdc	Numeral Form=digit Type=cardinal	Kag	števnik zapis=arabski vrsta=glavni	57078	32922749	1, 2, 3, 4, 5
Mdo	Numeral Form=digit Type=ordinal	Kav	števnik zapis=arabski vrsta=vrstilni	1422	5887638	1., 2., 3., 4., 5.
Mrc	Numeral Form=roman Type=cardinal	Krg	števnik zapis=rimski vrsta=glavni	477	203335	ii/II, iii/III, i/I, i, mc/MC
Mro	Numeral Form=roman Type=ordinal	Krv	števnik zapis=rimski vrsta=vrstilni	398	142439	ii./II., i./I., iii./III., iv./IV., vi./VI.
Mlc-pn	Numeral Form=letter Type=cardinal Number=plural Case=nominative	Kbg-mi	števnik zapis=besedni vrsta=glavni število=množina sklon=imenovalnik	114	516985	pet, tisoč, šest, deset, sedem
Mlc-pg	Numeral Form=letter Type=cardinal Number=plural Case=genitive	Kbg-mr	števnik zapis=besedni vrsta=glavni število=množina sklon=rodilnik	117	234670	petih/pet, šestih/šest, desetih/deset, sedmih/sedem, osmih/osem
Mlc-pd	Numeral Form=letter Type=cardinal Number=plural Case=dative	Kbg-md	števnik zapis=besedni vrsta=glavni število=množina sklon=dajalnik	118	33144	petim/pet, šestim/šest, desetim/deset, sedmim/sedem, osmim/osem
Mlc-pa	Numeral Form=letter Type=cardinal Number=plural Case=accusative	Kbg-mt	števnik zapis=besedni vrsta=glavni število=množina sklon=tožilnik	134	1345546	tisoč, pet, deset, šest, sto
Mlc-pl	Numeral Form=letter Type=cardinal Number=plural Case=locative	Kbg-mm	števnik zapis=besedni vrsta=glavni število=množina sklon=mestnik	119	315634	petih/pet, desetih/deset, šestih/šest, sedmih/sedem, osmih/osem
Mlc-pi	Numeral Form=letter Type=cardinal Number=plural Case=instrumental	Kbg-mo	števnik zapis=besedni vrsta=glavni število=množina sklon=orodnik	116	173358	petimi/pet, desetimi/deset, šestimi/šest, sedmimi/sedem, osmimi/osem
Mlcmdn	Numeral Form=letter Type=cardinal Gender=masculine Number=dual Case=nominative	Kbgmdi	števnik zapis=besedni vrsta=glavni spol=moški število=dvojina sklon=imenovalnik	1	181946	dva
